"PlotPlant_ID"	"Observation_ID"	"AcTaxon"	"Genus"	"specific_epithet"	"subsp"	"var"	"Module"	"Submodule"	"Habit"	"Field"	"f1"	"f2"	"f3"	"Shrub"	"s1"	"s2"	"s3"	"Subcanopy"	"scf"	"scs1"	"scs2"	"scs3"	"sct1"	"sct2"	"sct3"	"Tree"	"tf"	"ts1"	"ts2"	"ts3"	"t1"	"t2"	"t3"	"t4"	"diam10cmCount"	"hourstamp"	"Transect_Position"	"BA"	"Biomass"	"Fmin"	"Fmax"	"Smin"	"Smax"	"SCmin"	"SCmax"	"Tmin"	"Tmax"	"Original_Field"	"Original_Shrub"	"Original_Subcanopy"	"Original_Tree"	"Dmin"	"Dmax"	"Hmin"	"Hmax"
"GRR.2011.GJS.1.All.All.Lysimachia.nummularia.."	"GRR.2011.GJS.1"	"Lysimachia nummularia"	"Lysimachia"	"nummularia"			"All"	"All"	"HF2"	20.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										20.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Menispermum.canadense.."	"GRR.2011.GJS.1"	"Menispermum canadense"	"Menispermum"	"canadense"			"All"	"All"	"LBD"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070816.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Parthenocissus.quinquefolia.."	"GRR.2011.GJS.1"	"Parthenocissus quinquefolia"	"Parthenocissus"	"quinquefolia"			"All"	"All"	"LBD"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										1.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Persicaria.virginiana.."	"GRR.2011.GJS.1"	"Persicaria virginiana"	"Persicaria"	"virginiana"			"All"	"All"	"HF2"	25.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										25.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Quercus.macrocarpa.."	"GRR.2011.GJS.1"	"Quercus macrocarpa"	"Quercus"	"macrocarpa"			"All"	"All"	"TBD2"	0.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	11.64	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										0.00	0.00	0.00	5.00				
"GRR.2011.GJS.1.All.All.Ranunculus.hispidus.."	"GRR.2011.GJS.1"	"Ranunculus hispidus"	"Ranunculus"	"hispidus"			"All"	"All"	"HF2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071111.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Rudbeckia.laciniata.."	"GRR.2011.GJS.1"	"Rudbeckia laciniata"	"Rudbeckia"	"laciniata"			"All"	"All"	"HF2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070815.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Symphyotrichum.ontarionis.."	"GRR.2011.GJS.1"	"Symphyotrichum ontarionis"	"Symphyotrichum"	"ontarionis"			"All"	"All"	"HF2"	5.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070817.00	0.00	0.00										5.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Tilia.americana.."	"GRR.2011.GJS.1"	"Tilia americana"	"Tilia"	"americana"			"All"	"All"	"TBD2"	0.00	0	0	0	0.20	0	0	0	0.00	0	0	0	0	0	0	0	0.48	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										0.00	0.20	0.00	0.20				
"GRR.2011.GJS.1.All.All.Toxicodendron.radicans.."	"GRR.2011.GJS.1"	"Toxicodendron radicans"	"Toxicodendron"	"radicans"			"All"	"All"	"LBD"	5.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										5.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Verbena.urticifolia.."	"GRR.2011.GJS.1"	"Verbena urticifolia"	"Verbena"	"urticifolia"			"All"	"All"	"HF2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070815.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.All.All.Viola.sororia.."	"GRR.2011.GJS.1"	"Viola sororia"	"Viola"	"sororia"			"All"	"All"	"HF2"	5.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070816.00	0.00	0.00										5.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.AllAll.Crataegus..."	"GRR.2011.GJS.1"	"Crataegus"	"Crataegus"				"All"	"All"	"SBD2"	0.20	0	0	0	0.20	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										0.20	0.20	0.00	0.00				
"GRR.2011.GJS.1.AllAll.Fraxinus.pennsylvanica.."	"GRR.2011.GJS.1"	"Fraxinus pennsylvanica"	"Fraxinus"	"pennsylvanica"			"All"	"All"	"TBD2"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	50.06	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										0.00	1.00	0.00	25.00				
"GRR.2011.GJS.1.AllAll.Sambucus.canadensis.."	"GRR.2011.GJS.1"	"Sambucus nigra"	"Sambucus"	"canadensis"			"All"	"All"	"SBD2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070817.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.AllAll.Smilax..."	"GRR.2011.GJS.1"	"Smilax"	"Smilax"				"All"	"All"	"HFV2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011070815.00	0.00	0.00										0.20	0.00	0.00	0.00				
"GRR.2011.GJS.1.AllAll.Thalictrum..."	"GRR.2011.GJS.1"	"Thalictrum"	"Thalictrum"				"All"	"All"	"HF"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011071118.00	0.00	0.00										1.00	0.00	0.00	0.00				
"GRR.2011.GJS.1.AllAll.Ulmus.americana.."	"GRR.2011.GJS.1"	"Ulmus americana"	"Ulmus"	"americana"			"All"	"All"	"TBD2"	0.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	41.64	0	0	0	0	0	0	0	0		2011071117.00	0.00	0.00										0.00	0.00	0.00	20.00				
"GRR.2011.GJS.10.All.All.Acer.rubrum.."	"GRR.2011.GJS.10"	"Acer rubrum"	"Acer"	"rubrum"			"All"	"All"	"TBD2"	0.00	0	0	0	5.00	0	0	0	0.00	0	0	0	0	0	0	0	10.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Amelanchier.arborea.."	"GRR.2011.GJS.10"	"Amelanchier arborea"	"Amelanchier"	"arborea"			"All"	"All"	"TBD1"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Amphicarpaea.bracteata.."	"GRR.2011.GJS.10"	"Amphicarpaea bracteata"	"Amphicarpaea"	"bracteata"			"All"	"All"	"HFV2"	20.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Brachyelytrum.aristosum.."	"GRR.2011.GJS.10"	"Brachyelytrum aristosum"	"Brachyelytrum"	"aristosum"			"All"	"All"	"HGC2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Calamagrostis.canadensis.."	"GRR.2011.GJS.10"	"Calamagrostis canadensis"	"Calamagrostis"	"canadensis"			"All"	"All"	"HGC2"	3.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Carex.intumescens.."	"GRR.2011.GJS.10"	"Carex intumescens"	"Carex"	"intumescens"			"All"	"All"	"HGC2"	5.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Carex.stricta.."	"GRR.2011.GJS.10"	"Carex stricta"	"Carex"	"stricta"			"All"	"All"	"HGC2"	2.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Clinopodium.vulgare.."	"GRR.2011.GJS.10"	"Clinopodium vulgare"	"Clinopodium"	"vulgare"			"All"	"All"	"HF2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Cornus.racemosa.."	"GRR.2011.GJS.10"	"Cornus racemosa"	"Cornus"	"racemosa"			"All"	"All"	"SBD2"	0.00	0	0	0	20.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Dichanthelium.boreale.."	"GRR.2011.GJS.10"	"Dichanthelium boreale"	"Dichanthelium"	"boreale"			"All"	"All"	"HGC2"	2.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072017.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Dryopteris.carthusiana.."	"GRR.2011.GJS.10"	"Dryopteris carthusiana"	"Dryopteris"	"carthusiana"			"All"	"All"	"HFE"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Elaeagnus.umbellata.."	"GRR.2011.GJS.10"	"Elaeagnus umbellata"	"Elaeagnus"	"umbellata"			"All"	"All"	"SBD2"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Fagus.grandifolia.."	"GRR.2011.GJS.10"	"Fagus grandifolia"	"Fagus"	"grandifolia"			"All"	"All"	"TBD2"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Fragaria.virginiana.."	"GRR.2011.GJS.10"	"Fragaria virginiana"	"Fragaria"	"virginiana"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Fraxinus.pennsylvanica.."	"GRR.2011.GJS.10"	"Fraxinus pennsylvanica"	"Fraxinus"	"pennsylvanica"			"All"	"All"	"TBD2"	0.00	0	0	0	50.00	0	0	0	0.00	0	0	0	0	0	0	0	15.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Galium.aparine.."	"GRR.2011.GJS.10"	"Galium aparine"	"Galium"	"aparine"			"All"	"All"	"HFV1"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Geum.canadense.."	"GRR.2011.GJS.10"	"Geum canadense"	"Geum"	"canadense"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072108.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Ilex.verticillata.."	"GRR.2011.GJS.10"	"Ilex verticillata"	"Ilex"	"verticillata"			"All"	"All"	"TBD1"	0.00	0	0	0	20.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Iris.versicolor.."	"GRR.2011.GJS.10"	"Iris versicolor"	"Iris"	"versicolor"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Lysimachia.ciliata.."	"GRR.2011.GJS.10"	"Lysimachia ciliata"	"Lysimachia"	"ciliata"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Maianthemum.canadense.."	"GRR.2011.GJS.10"	"Maianthemum canadense"	"Maianthemum"	"canadense"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Maianthemum.stellatum.."	"GRR.2011.GJS.10"	"Maianthemum stellatum"	"Maianthemum"	"stellatum"			"All"	"All"	"HF2"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Osmorhiza.claytonii.."	"GRR.2011.GJS.10"	"Osmorhiza claytonii"	"Osmorhiza"	"claytonii"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Ostrya.virginiana.."	"GRR.2011.GJS.10"	"Ostrya virginiana"	"Ostrya"	"virginiana"			"All"	"All"	"TBD1"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Pinus.strobus.."	"GRR.2011.GJS.10"	"Pinus strobus"	"Pinus"	"strobus"			"All"	"All"	"TNE2"	0.00	0	0	0	0.20	0	0	0	0.00	0	0	0	0	0	0	0	1.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Podophyllum.peltatum.."	"GRR.2011.GJS.10"	"Podophyllum peltatum"	"Podophyllum"	"peltatum"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Populus.tremuloides.."	"GRR.2011.GJS.10"	"Populus tremuloides"	"Populus"	"tremuloides"			"All"	"All"	"TBD2"	0.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	50.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Prunella.vulgaris.."	"GRR.2011.GJS.10"	"Prunella vulgaris"	"Prunella"	"vulgaris"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Prunus.serotina.."	"GRR.2011.GJS.10"	"Prunus serotina"	"Prunus"	"serotina"			"All"	"All"	"TBD2"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Pteridium.aquilinum.."	"GRR.2011.GJS.10"	"Pteridium aquilinum"	"Pteridium"	"aquilinum"			"All"	"All"	"HFE"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072715.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Pyrola.elliptica.."	"GRR.2011.GJS.10"	"Pyrola elliptica"	"Pyrola"	"elliptica"			"All"	"All"	"HF2"	0.50	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Quercus.alba.."	"GRR.2011.GJS.10"	"Quercus alba"	"Quercus"	"alba"			"All"	"All"	"TBD2"	0.00	0	0	0	0.20	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Quercus.macrocarpa.."	"GRR.2011.GJS.10"	"Quercus macrocarpa"	"Quercus"	"macrocarpa"			"All"	"All"	"TBD2"	0.00	0	0	0	1.00	0	0	0	0.00	0	0	0	0	0	0	0	5.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Ranunculus.pensylvanicus.."	"GRR.2011.GJS.10"	"Ranunculus pensylvanicus"	"Ranunculus"	"pensylvanicus"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072108.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Rhamnus.alnifolia.."	"GRR.2011.GJS.10"	"Rhamnus alnifolia"	"Rhamnus"	"alnifolia"			"All"	"All"	"SBD2"	0.00	0	0	0	0.20	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Rubus.hispidus.."	"GRR.2011.GJS.10"	"Rubus hispidus"	"Rubus"	"hispidus"			"All"	"All"	"SBD1"	5.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Rubus.pubescens.."	"GRR.2011.GJS.10"	"Rubus pubescens"	"Rubus"	"pubescens"			"All"	"All"	"SBD1"	2.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Rubus.strigosus.."	"GRR.2011.GJS.10"	"Rubus idaeus"	"Rubus"	"strigosus"			"All"	"All"	"SBD1"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Sanicula.odorata.."	"GRR.2011.GJS.10"	"Sanicula odorata"	"Sanicula"	"odorata"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072016.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Smilax.hispida.."	"GRR.2011.GJS.10"	"Smilax hispida"	"Smilax"	"hispida"			"All"	"All"	"LBD"	0.20	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
"GRR.2011.GJS.10.All.All.Solidago.gigantea.."	"GRR.2011.GJS.10"	"Solidago gigantea"	"Solidago"	"gigantea"			"All"	"All"	"HF2"	1.00	0	0	0	0.00	0	0	0	0.00	0	0	0	0	0	0	0	0.00	0	0	0	0	0	0	0	0		2011072714.00	0.00	0.00																	
